,hypergraph,two_neo,three_neo
48,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 4, 7], 'e2': [1, 3, 4], 'e3': [4, 5, 8]}",True,True
49,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 4, 7], 'e2': [2, 4, 8], 'e3': [3, 5, 6]}",True,True
50,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 4], 'e2': [4, 5, 7, 8], 'e3': [1, 4]}",True,True
51,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 7, 8], 'e2': [1, 2, 4, 5, 6]}",True,True
52,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 7, 8], 'e2': [4, 6, 7]}",True,True
53,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 7], 'e2': [1, 2, 6, 7], 'e3': [4, 5]}",True,True
54,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 7], 'e2': [4, 6, 8], 'e3': [3, 6]}",True,True
55,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [1, 2, 7, 8], 'e3': [4, 7]}",True,True
56,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [1, 3, 6, 8], 'e3': [1, 6]}",True,True
57,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [3, 5, 6, 8], 'e3': [3, 5, 8]}",True,True
58,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [4, 5, 8], 'e3': [1, 2, 7]}",True,True
59,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 2, 3, 4, 6, 8]}",True,True
60,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 3, 4, 7], 'e3': [4, 5]}",True,True
61,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 3, 5, 8], 'e3': [4, 5]}",True,True
62,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [2, 5, 6, 7], 'e3': [5, 6, 7]}",True,True
63,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [2, 6, 7], 'e3': [2, 3]}",True,True
64,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [4, 6]}",True,True
65,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7], 'e2': [4, 6, 8]}",True,True
66,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5], 'e2': [3, 4, 7], 'e3': [4, 6]}",True,True
67,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5], 'e2': [4, 5, 7], 'e3': [4, 5]}",True,True
68,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 2, 4], 'e3': [3, 4]}",True,True
69,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 3, 5, 7], 'e3': [4, 8]}",True,True
70,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 3, 6, 8], 'e3': [3, 4, 5]}",True,True
71,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7], 'e2': [4, 5, 8], 'e3': [5, 7]}",True,True
72,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 8], 'e2': [4, 5]}",True,True
73,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 8], 'e2': [4, 6, 7], 'e3': [1, 2, 7]}",True,True
74,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 7], 'e2': [1, 4, 7], 'e3': [4, 7]}",True,True
75,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [1, 3, 6, 7]}",True,True
76,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [2, 4, 8], 'e3': [2, 4, 5]}",True,True
77,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [4, 5, 6, 8], 'e3': [7, 8]}",True,True
78,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [2, 6, 7], 'e3': [3, 5, 8]}",True,True
79,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [3, 5]}",True,True
80,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [5, 6, 7], 'e3': [1, 3, 6]}",True,True
81,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [2, 4, 5], 'e3': [1, 6]}",True,True
82,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [3, 5, 7, 8], 'e3': [5, 7, 8]}",True,True
83,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [3, 6, 7, 8], 'e3': [3, 5, 8]}",False,True
84,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 8], 'e2': [1, 2, 4, 6]}",True,True
85,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 7, 8], 'e3': [1, 3, 7]}",True,True
86,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [1, 2, 5, 8], 'e3': [3, 6]}",True,True
87,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [1, 5, 6, 7], 'e3': [4, 8]}",True,True
88,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [3, 4, 6, 7], 'e3': [7, 8]}",True,True
89,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [3, 5, 6, 8], 'e3': [5, 8]}",True,True
90,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [5, 6, 7], 'e3': [3, 5]}",True,True
91,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7], 'e2': [2, 4, 7]}",True,True
92,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 8], 'e2': [2, 5, 8], 'e3': [1, 4]}",True,True
93,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5], 'e2': [1, 3, 7, 8], 'e3': [5, 6]}",True,True
94,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5], 'e2': [2, 4, 7], 'e3': [5, 6]}",True,True
95,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [1, 2, 4, 6], 'e3': [4, 7, 8]}",True,True
96,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [3, 4, 6], 'e3': [1, 3, 7]}",False,True
97,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [3, 7, 8]}",True,True
98,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7, 8], 'e2': [3, 4, 8], 'e3': [3, 5]}",True,True
99,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7], 'e2': [3, 4, 8], 'e3': [3, 8]}",True,True
100,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7], 'e2': [4, 5, 7], 'e3': [1, 2, 5]}",False,True
101,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 8], 'e2': [1, 2, 3, 4], 'e3': [1, 4]}",True,True
102,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 8], 'e2': [1, 2, 4], 'e3': [1, 5, 8]}",True,True
103,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4], 'e2': [1, 2, 7], 'e3': [1, 5, 6]}",True,True
104,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [1, 5, 8]}",True,True
105,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [2, 3]}",True,True
106,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [2, 4, 6], 'e3': [2, 6, 7]}",True,True
107,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [3, 4, 8]}",True,True
108,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [3, 5, 8], 'e3': [3, 4, 8]}",True,True
109,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 8], 'e2': [3, 4, 7], 'e3': [2, 5, 8]}",True,True
110,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6], 'e2': [1, 7]}",True,True
111,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6], 'e2': [3, 4, 7]}",True,True
112,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 7, 8], 'e2': [1, 2, 3, 8]}",True,True
113,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 7, 8], 'e2': [1, 2, 7], 'e3': [3, 6]}",True,True
114,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 7, 8], 'e2': [6, 7, 8]}",True,True
115,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 7], 'e2': [2, 3, 6], 'e3': [3, 6, 7]}",True,True
116,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 8], 'e2': [1, 5, 8], 'e3': [2, 4, 7]}",True,True
117,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 6, 7, 8], 'e2': [1, 4, 6], 'e3': [3, 8]}",True,True
118,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 6, 7], 'e2': [3, 5, 8], 'e3': [2, 5]}",True,True
119,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 6, 7], 'e2': [4, 5, 8], 'e3': [2, 6, 7]}",True,True
120,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 8], 'e2': [5, 7, 8], 'e3': [3, 4, 6]}",True,True
121,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7, 8], 'e2': [1, 2, 3, 4, 6, 7]}",True,True
122,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7, 8], 'e2': [1, 3, 5, 6, 7], 'e3': [2, 3, 7]}",True,True
123,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7, 8], 'e2': [1, 4, 6], 'e3': [3, 7, 8]}",True,True
124,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7, 8], 'e2': [1, 4, 7], 'e3': [1, 3, 6]}",True,True
125,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 2, 3, 4], 'e3': [2, 5, 8]}",True,True
126,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 2, 7], 'e3': [3, 5]}",True,True
127,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 3, 5, 6, 7]}",True,True
128,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 3, 6, 8], 'e3': [3, 6]}",True,True
129,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 4, 6, 8], 'e3': [2, 3, 5]}",True,True
130,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [1, 5, 7, 8], 'e3': [2, 4, 7]}",True,True
131,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [2, 4, 8], 'e3': [1, 4, 7]}",True,True
132,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 7], 'e2': [3, 5, 7, 8], 'e3': [3, 4, 5]}",True,True
133,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 8], 'e2': [1, 2, 3, 7], 'e3': [1, 6, 8]}",True,True
134,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6, 8], 'e2': [3, 4, 6, 8], 'e3': [2, 5, 7]}",True,True
135,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6], 'e2': [2, 7, 8], 'e3': [1, 5, 7]}",True,True
136,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 6], 'e2': [3, 6, 7], 'e3': [2, 4, 5]}",True,True
137,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [1, 2, 3, 5], 'e3': [1, 3, 6]}",True,True
138,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [1, 2, 3, 5], 'e3': [1, 6]}",True,True
139,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [1, 3, 5, 7], 'e3': [2, 4, 8]}",True,True
140,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [1, 3, 7], 'e3': [5, 6]}",True,True
141,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [2, 5, 6], 'e3': [2, 6, 7]}",True,True
142,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [3, 4, 5, 6, 7, 8]}",True,True
143,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7, 8], 'e2': [5, 6, 7, 8], 'e3': [2, 6, 7]}",True,True
144,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 7], 'e2': [3, 7, 8], 'e3': [1, 4, 5]}",True,True
145,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5, 8], 'e2': [4, 6, 7], 'e3': [2, 7]}",True,True
146,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 5], 'e3': [1, 3]}",True,True
147,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 7], 'e3': [6, 8]}",True,True
148,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5], 'e2': [2, 6, 7, 8]}",True,True
149,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 5], 'e2': [3, 4, 5], 'e3': [4, 7]}",True,True
150,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [1, 2, 3, 5], 'e3': [1, 2, 6]}",True,True
151,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [1, 2, 4, 7]}",True,True
152,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [1, 2, 5], 'e3': [2, 5]}",True,True
153,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [1, 4, 6, 7], 'e3': [3, 4, 7]}",True,True
154,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [1, 6, 7], 'e3': [1, 4, 8]}",True,True
155,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [2, 5, 7], 'e3': [3, 6]}",True,True
156,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7, 8], 'e2': [3, 5, 6, 8], 'e3': [1, 4, 5]}",False,True
157,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6, 7], 'e2': [3, 5, 8], 'e3': [5, 8]}",True,True
158,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 3, 4, 6], 'e2': [2, 3, 5], 'e3': [1, 7, 8]}",True,True
