,hypergraph,numVertices,numEdges,sizeOfEdges,alpha,beta,lineGraphChordal,lineGraphRegular,lineGraphComplete,dualGraph,dualAlpha,dualBeta,dualLineChordal,dualLineRegular,dualLineComplete
10,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [2, 3, 4, 6, 7], ""e3"": [3, 4, 5], ""e4"": [3, 6], ""e5"": [4, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0"", ""e1"", ""e3"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e4""], ""7"": [""e0"", ""e2""], ""8"": [""e0""]}",True,True,True,True,True
11,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 5, 6, 7, 8], ""e2"": [1, 4, 5, 6, 8], ""e3"": [1, 5, 8], ""e4"": [7, 8], ""e5"": [4, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e2"", ""e5""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e4"", ""e5""], ""8"": [""e0"", ""e1"", ""e2"", ""e4""]}",False,False,True,True,True
12,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 7, 8], ""e2"": [1, 2, 3, 5, 7], ""e3"": [2, 3, 8], ""e4"": [2, 3], ""e5"": [5, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""4"": [""e0"", ""e1""], ""5"": [], ""6"": [""e0"", ""e5""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3""]}",True,True,True,True,True
13,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [1, 2, 3, 7, 8], ""e3"": [3, 5, 6], ""e4"": [3, 8], ""e5"": [4, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0"", ""e1"", ""e5""], ""5"": [""e0"", ""e1"", ""e3""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e2"", ""e4""]}",True,True,True,True,True
14,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 7, 8], ""e2"": [2, 4, 6, 7, 8], ""e3"": [4, 5, 8], ""e4"": [4, 5], ""e5"": [4, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,True,True,"{""1"": [""e0""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [], ""5"": [""e0"", ""e1"", ""e3"", ""e4""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1"", ""e2"", ""e5""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",True,True,True,True,True
15,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 5, 6, 7, 8], ""e2"": [1, 2, 6, 7, 8], ""e3"": [2, 5, 6], ""e4"": [1, 7], ""e5"": [4, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0""], ""4"": [""e0"", ""e5""], ""5"": [], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
16,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 3, 5, 6, 8], ""e3"": [2, 3, 8], ""e4"": [1, 3], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e5""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",True,True,True,True,True
17,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 5, 6, 7, 8], ""e3"": [3, 4, 6], ""e4"": [3, 6], ""e5"": [1, 3]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e3"", ""e4"", ""e5""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e1"", ""e2""]}",False,True,True,True,True
18,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 6, 7, 8], ""e2"": [1, 2, 3, 4, 7], ""e3"": [1, 5, 8], ""e4"": [4, 6], ""e5"": [6, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,False,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e2"", ""e4""], ""5"": [""e0"", ""e3""], ""6"": [""e0"", ""e1"", ""e4"", ""e5""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e3"", ""e5""]}",False,False,True,True,True
19,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 4, 6, 7, 8], ""e2"": [3, 5, 6, 7, 8], ""e3"": [3, 4, 6], ""e4"": [3, 7], ""e5"": [5, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e2"", ""e3"", ""e4""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e2"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e1"", ""e2""]}",False,False,True,True,True
20,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [1, 3, 4, 5, 7], ""e3"": [3, 6, 8], ""e4"": [1, 4], ""e5"": [3, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e4""], ""2"": [""e0"", ""e1""], ""3"": [], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e3"", ""e5""]}",True,True,True,True,True
21,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 7, 8], ""e2"": [1, 3, 4, 5, 8], ""e3"": [2, 5, 6], ""e4"": [4, 5], ""e5"": [3, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e5""], ""4"": [""e0"", ""e2"", ""e4""], ""5"": [], ""6"": [""e0"", ""e3""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e2""]}",True,True,True,True,True
22,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 3, 4, 5, 7], ""e3"": [1, 4, 6], ""e4"": [2, 8], ""e5"": [2, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e5""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e2""], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [], ""8"": [""e0"", ""e1"", ""e4""]}",True,True,True,True,True
23,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 7, 8], ""e2"": [1, 3, 5, 6, 7], ""e3"": [5, 6, 7], ""e4"": [2, 6], ""e5"": [2, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e4""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e4""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e5""]}",True,False,True,True,True
24,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 6, 7, 8], ""e2"": [1, 2, 5, 6, 7], ""e3"": [1, 3, 4], ""e4"": [5, 7], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1"", ""e3""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e2"", ""e4""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e1"", ""e5""]}",True,True,True,True,True
25,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 6, 7, 8], ""e2"": [1, 2, 3, 4, 6], ""e3"": [3, 5, 8], ""e4"": [2, 5], ""e5"": [3, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e2"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e3"", ""e4""], ""6"": [""e0"", ""e1"", ""e2"", ""e5""], ""7"": [""e0"", ""e1""], ""8"": [""e0"", ""e1"", ""e3""]}",False,False,True,True,True
26,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 3, 5, 6, 7], ""e3"": [4, 6, 7], ""e4"": [3, 6], ""e5"": [2, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e4""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0"", ""e2"", ""e3""], ""8"": [""e0"", ""e1""]}",True,True,True,True,True
27,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 6, 8], ""e2"": [1, 2, 5, 6, 8], ""e3"": [5, 7, 8], ""e4"": [3, 4], ""e5"": [1, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e4""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e5""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",True,True,True,True,True
28,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 3, 4, 5, 6, 8], ""e2"": [1, 2, 3, 5, 8], ""e3"": [2, 3, 4], ""e4"": [1, 4], ""e5"": [4, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e2"", ""e4""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e4"", ""e5""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1""], ""7"": [""e0""], ""8"": [""e0"", ""e1"", ""e2"", ""e5""]}",False,False,True,True,True
29,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 7, 8], ""e2"": [1, 4, 5, 7, 8], ""e3"": [5, 7, 8], ""e4"": [7, 8], ""e5"": [1, 2]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [], ""2"": [""e0"", ""e5""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""]}",True,True,True,True,True
30,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 5, 6, 7], ""e2"": [1, 3, 5, 6, 8], ""e3"": [3, 4, 7], ""e4"": [6, 7], ""e5"": [2, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e3""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e1"", ""e2"", ""e4""], ""7"": [""e0"", ""e1"", ""e3"", ""e4""], ""8"": [""e0"", ""e2"", ""e5""]}",False,False,True,True,True
31,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [1, 3, 4, 5, 6], ""e3"": [5, 6, 7], ""e4"": [1, 4], ""e5"": [4, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e4""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2"", ""e5""], ""5"": [""e0"", ""e2"", ""e3"", ""e5""], ""6"": [""e0"", ""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e3""], ""8"": [""e0"", ""e1""]}",False,False,True,True,True
32,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 4, 5, 7, 8], ""e2"": [1, 2, 3, 4, 7], ""e3"": [3, 5, 7], ""e4"": [6, 7], ""e5"": [5, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e3"", ""e5""], ""6"": [""e0"", ""e4""], ""7"": [], ""8"": [""e0"", ""e1""]}",True,False,True,True,True
33,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 8], ""e2"": [1, 2, 5, 6, 7], ""e3"": [4, 7, 8], ""e4"": [3, 6], ""e5"": [4, 6]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e4""], ""4"": [""e0"", ""e1"", ""e3"", ""e5""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e2"", ""e4"", ""e5""], ""7"": [""e0"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e3""]}",False,False,True,True,True
34,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 3, 4, 5, 6, 8], ""e2"": [1, 2, 4, 5, 7], ""e3"": [2, 5, 6], ""e4"": [5, 7], ""e5"": [1, 5]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e2"", ""e3""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [], ""6"": [""e0"", ""e1"", ""e3""], ""7"": [""e0"", ""e2"", ""e4""], ""8"": [""e0"", ""e1""]}",True,True,True,True,True
35,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 7, 8], ""e2"": [2, 3, 4, 6, 8], ""e3"": [1, 6, 7], ""e4"": [1, 4], ""e5"": [3, 8]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1"", ""e3"", ""e4""], ""2"": [""e0"", ""e1"", ""e2""], ""3"": [""e0"", ""e1"", ""e2"", ""e5""], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0""], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e3""], ""8"": [""e0"", ""e1"", ""e2"", ""e5""]}",False,False,True,True,True
36,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [4, 5, 6, 7, 8], ""e3"": [2, 5, 7], ""e4"": [3, 8], ""e5"": [2, 7]}",8,6,"[8, 6, 5, 3, 2, 2]",True,False,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e3"", ""e5""], ""3"": [""e0"", ""e1"", ""e4""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e2"", ""e4""]}",False,False,True,True,True
37,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [2, 4, 5, 7, 8], ""e3"": [5, 7, 8], ""e4"": [2, 7], ""e5"": [2, 4]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2"", ""e4""], ""3"": [""e0"", ""e1""], ""4"": [""e0"", ""e1"", ""e2"", ""e5""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e2"", ""e3""]}",True,True,True,True,True
38,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [1, 2, 3, 4, 6, 8], ""e2"": [1, 3, 4, 6, 8], ""e3"": [1, 2, 8], ""e4"": [7, 8], ""e5"": [1, 4]}",8,6,"[8, 6, 5, 3, 2, 2]",True,True,True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e1"", ""e2"", ""e5""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""]}",True,True,True,True,True
